Using gpu device 2: GeForce GTX TITAN X (CNMeM is disabled)
Using wide ResNet with depth 18 and width 1.
ResBlock1 output size: (None, 16, 32, 32)
Train shape: (45000, 3, 32, 32) Test shape: (5000, 3, 32, 32)
Train y shape: (45000,) Test y shape: (5000,)
155.034 -140.152 2.35251e-06
iter: 0 | TL: 3.151 | VL: 1.85 | Vacc: 0.325 | Ratio: 1.7 | Time: 652.2
iter: 78 | TL: 0.487 | VL: 0.477 | Vacc: 0.86 | Ratio: 1.02 | Time: 634.8
iter: 79 | TL: 0.489 | VL: 0.375 | Vacc: 0.892 | Ratio: 1.3 | Time: 623.8
iter: 80 | TL: 0.484 | VL: 0.336 | Vacc: 0.895 | Ratio: 1.44 | Time: 620.9
iter: 81 | TL: 0.473 | VL: 0.354 | Vacc: 0.887 | Ratio: 1.33 | Time: 630.1
iter: 82 | TL: 0.473 | VL: 0.36 | Vacc: 0.891 | Ratio: 1.31 | Time: 625.2
iter: 83 | TL: 0.473 | VL: 0.358 | Vacc: 0.891 | Ratio: 1.32 | Time: 622.0
iter: 84 | TL: 0.457 | VL: 0.373 | Vacc: 0.889 | Ratio: 1.22 | Time: 625.1
iter: 85 | TL: 0.462 | VL: 0.32 | Vacc: 0.899 | Ratio: 1.45 | Time: 625.3
iter: 86 | TL: 0.46 | VL: 0.35 | Vacc: 0.893 | Ratio: 1.32 | Time: 628.9
iter: 87 | TL: 0.447 | VL: 0.35 | Vacc: 0.893 | Ratio: 1.28 | Time: 623.6
iter: 88 | TL: 0.449 | VL: 0.356 | Vacc: 0.887 | Ratio: 1.26 | Time: 629.4
iter: 89 | TL: 0.443 | VL: 0.337 | Vacc: 0.898 | Ratio: 1.31 | Time: 624.2
iter: 90 | TL: 0.438 | VL: 0.323 | Vacc: 0.899 | Ratio: 1.36 | Time: 622.4
iter: 91 | TL: 0.437 | VL: 0.399 | Vacc: 0.884 | Ratio: 1.09 | Time: 624.8
iter: 92 | TL: 0.447 | VL: 0.326 | Vacc: 0.905 | Ratio: 1.37 | Time: 631.0
iter: 93 | TL: 0.435 | VL: 0.341 | Vacc: 0.899 | Ratio: 1.27 | Time: 630.4
iter: 94 | TL: 0.437 | VL: 0.347 | Vacc: 0.892 | Ratio: 1.26 | Time: 627.1
iter: 95 | TL: 0.427 | VL: 0.33 | Vacc: 0.899 | Ratio: 1.29 | Time: 623.7
iter: 96 | TL: 0.432 | VL: 0.345 | Vacc: 0.899 | Ratio: 1.25 | Time: 630.4
iter: 97 | TL: 0.43 | VL: 0.333 | Vacc: 0.899 | Ratio: 1.29 | Time: 628.3
iter: 98 | TL: 0.42 | VL: 0.42 | Vacc: 0.875 | Ratio: 1.0 | Time: 621.3
iter: 99 | TL: 0.414 | VL: 0.373 | Vacc: 0.889 | Ratio: 1.11 | Time: 629.0
iter: 100 | TL: 0.415 | VL: 0.328 | Vacc: 0.9 | Ratio: 1.27 | Time: 631.5
iter: 101 | TL: 0.41 | VL: 0.328 | Vacc: 0.901 | Ratio: 1.25 | Time: 628.2
iter: 102 | TL: 0.41 | VL: 0.323 | Vacc: 0.899 | Ratio: 1.27 | Time: 631.1
iter: 103 | TL: 0.405 | VL: 0.313 | Vacc: 0.899 | Ratio: 1.3 | Time: 636.1
iter: 104 | TL: 0.404 | VL: 0.446 | Vacc: 0.873 | Ratio: 0.91 | Time: 625.4
iter: 105 | TL: 0.414 | VL: 0.335 | Vacc: 0.901 | Ratio: 1.23 | Time: 628.8
iter: 106 | TL: 0.408 | VL: 0.342 | Vacc: 0.896 | Ratio: 1.19 | Time: 624.3
iter: 107 | TL: 0.402 | VL: 0.336 | Vacc: 0.901 | Ratio: 1.2 | Time: 630.4
iter: 108 | TL: 0.398 | VL: 0.324 | Vacc: 0.901 | Ratio: 1.23 | Time: 625.4
iter: 109 | TL: 0.393 | VL: 0.312 | Vacc: 0.902 | Ratio: 1.26 | Time: 629.6
iter: 110 | TL: 0.39 | VL: 0.331 | Vacc: 0.903 | Ratio: 1.18 | Time: 627.5
iter: 111 | TL: 0.391 | VL: 0.382 | Vacc: 0.889 | Ratio: 1.02 | Time: 624.6
iter: 112 | TL: 0.391 | VL: 0.326 | Vacc: 0.901 | Ratio: 1.2 | Time: 627.7
iter: 113 | TL: 0.388 | VL: 0.35 | Vacc: 0.905 | Ratio: 1.11 | Time: 626.9
iter: 114 | TL: 0.396 | VL: 0.336 | Vacc: 0.9 | Ratio: 1.18 | Time: 628.1
iter: 115 | TL: 0.382 | VL: 0.313 | Vacc: 0.903 | Ratio: 1.22 | Time: 622.5
iter: 116 | TL: 0.383 | VL: 0.327 | Vacc: 0.9 | Ratio: 1.17 | Time: 611.0
iter: 117 | TL: 0.38 | VL: 0.316 | Vacc: 0.904 | Ratio: 1.2 | Time: 625.3
iter: 118 | TL: 0.382 | VL: 0.31 | Vacc: 0.901 | Ratio: 1.23 | Time: 636.1
iter: 119 | TL: 0.381 | VL: 0.33 | Vacc: 0.9 | Ratio: 1.15 | Time: 637.3
iter: 120 | TL: 0.34 | VL: 0.254 | Vacc: 0.928 | Ratio: 1.34 | Time: 639.2
iter: 121 | TL: 0.307 | VL: 0.252 | Vacc: 0.928 | Ratio: 1.22 | Time: 637.9
iter: 122 | TL: 0.296 | VL: 0.266 | Vacc: 0.924 | Ratio: 1.11 | Time: 636.9
iter: 123 | TL: 0.291 | VL: 0.26 | Vacc: 0.926 | Ratio: 1.12 | Time: 637.9
iter: 124 | TL: 0.285 | VL: 0.255 | Vacc: 0.929 | Ratio: 1.12 | Time: 637.6
iter: 125 | TL: 0.286 | VL: 0.261 | Vacc: 0.926 | Ratio: 1.1 | Time: 640.8
iter: 126 | TL: 0.28 | VL: 0.255 | Vacc: 0.928 | Ratio: 1.1 | Time: 636.7
iter: 127 | TL: 0.278 | VL: 0.259 | Vacc: 0.93 | Ratio: 1.07 | Time: 635.3
iter: 128 | TL: 0.274 | VL: 0.254 | Vacc: 0.929 | Ratio: 1.08 | Time: 637.8
iter: 129 | TL: 0.274 | VL: 0.268 | Vacc: 0.93 | Ratio: 1.02 | Time: 635.4
iter: 130 | TL: 0.274 | VL: 0.267 | Vacc: 0.929 | Ratio: 1.02 | Time: 636.1
iter: 131 | TL: 0.269 | VL: 0.266 | Vacc: 0.929 | Ratio: 1.01 | Time: 638.2
iter: 132 | TL: 0.268 | VL: 0.279 | Vacc: 0.93 | Ratio: 0.96 | Time: 630.6
iter: 133 | TL: 0.266 | VL: 0.268 | Vacc: 0.928 | Ratio: 0.99 | Time: 610.2
iter: 134 | TL: 0.264 | VL: 0.268 | Vacc: 0.93 | Ratio: 0.98 | Time: 612.9
iter: 135 | TL: 0.263 | VL: 0.274 | Vacc: 0.93 | Ratio: 0.96 | Time: 611.4
iter: 136 | TL: 0.261 | VL: 0.27 | Vacc: 0.93 | Ratio: 0.97 | Time: 612.4
iter: 137 | TL: 0.26 | VL: 0.267 | Vacc: 0.931 | Ratio: 0.97 | Time: 608.6
iter: 138 | TL: 0.258 | VL: 0.284 | Vacc: 0.928 | Ratio: 0.91 | Time: 610.8
iter: 139 | TL: 0.256 | VL: 0.283 | Vacc: 0.93 | Ratio: 0.91 | Time: 610.5
iter: 140 | TL: 0.257 | VL: 0.283 | Vacc: 0.928 | Ratio: 0.91 | Time: 610.7
iter: 141 | TL: 0.255 | VL: 0.286 | Vacc: 0.929 | Ratio: 0.89 | Time: 610.6
iter: 142 | TL: 0.254 | VL: 0.282 | Vacc: 0.93 | Ratio: 0.9 | Time: 611.7
iter: 143 | TL: 0.255 | VL: 0.276 | Vacc: 0.928 | Ratio: 0.92 | Time: 612.0
iter: 144 | TL: 0.251 | VL: 0.286 | Vacc: 0.93 | Ratio: 0.88 | Time: 608.8
iter: 145 | TL: 0.251 | VL: 0.287 | Vacc: 0.933 | Ratio: 0.88 | Time: 607.0
iter: 146 | TL: 0.251 | VL: 0.281 | Vacc: 0.93 | Ratio: 0.89 | Time: 618.3
iter: 147 | TL: 0.247 | VL: 0.285 | Vacc: 0.93 | Ratio: 0.87 | Time: 615.4
iter: 148 | TL: 0.249 | VL: 0.285 | Vacc: 0.932 | Ratio: 0.87 | Time: 627.2
iter: 149 | TL: 0.247 | VL: 0.29 | Vacc: 0.93 | Ratio: 0.85 | Time: 636.8
iter: 150 | TL: 0.247 | VL: 0.287 | Vacc: 0.931 | Ratio: 0.86 | Time: 636.9
iter: 151 | TL: 0.244 | VL: 0.277 | Vacc: 0.932 | Ratio: 0.88 | Time: 633.5
iter: 152 | TL: 0.244 | VL: 0.288 | Vacc: 0.931 | Ratio: 0.84 | Time: 634.6
iter: 153 | TL: 0.244 | VL: 0.284 | Vacc: 0.927 | Ratio: 0.86 | Time: 631.2
iter: 154 | TL: 0.243 | VL: 0.274 | Vacc: 0.932 | Ratio: 0.89 | Time: 626.5
iter: 155 | TL: 0.241 | VL: 0.287 | Vacc: 0.932 | Ratio: 0.84 | Time: 628.4
iter: 156 | TL: 0.241 | VL: 0.278 | Vacc: 0.93 | Ratio: 0.86 | Time: 628.4
iter: 157 | TL: 0.239 | VL: 0.293 | Vacc: 0.931 | Ratio: 0.82 | Time: 631.5
iter: 158 | TL: 0.239 | VL: 0.289 | Vacc: 0.929 | Ratio: 0.83 | Time: 630.5
iter: 159 | TL: 0.238 | VL: 0.288 | Vacc: 0.931 | Ratio: 0.83 | Time: 628.6
iter: 160 | TL: 0.238 | VL: 0.293 | Vacc: 0.931 | Ratio: 0.81 | Time: 630.7
iter: 161 | TL: 0.237 | VL: 0.293 | Vacc: 0.929 | Ratio: 0.81 | Time: 631.6
iter: 162 | TL: 0.237 | VL: 0.304 | Vacc: 0.93 | Ratio: 0.78 | Time: 628.8
iter: 163 | TL: 0.235 | VL: 0.298 | Vacc: 0.931 | Ratio: 0.79 | Time: 626.4
iter: 164 | TL: 0.235 | VL: 0.29 | Vacc: 0.931 | Ratio: 0.81 | Time: 628.7
iter: 165 | TL: 0.234 | VL: 0.28 | Vacc: 0.934 | Ratio: 0.83 | Time: 627.9
iter: 166 | TL: 0.234 | VL: 0.286 | Vacc: 0.934 | Ratio: 0.82 | Time: 628.1
iter: 167 | TL: 0.233 | VL: 0.289 | Vacc: 0.93 | Ratio: 0.81 | Time: 621.3
iter: 168 | TL: 0.232 | VL: 0.288 | Vacc: 0.931 | Ratio: 0.81 | Time: 622.6
iter: 169 | TL: 0.23 | VL: 0.302 | Vacc: 0.931 | Ratio: 0.76 | Time: 619.3
iter: 170 | TL: 0.231 | VL: 0.287 | Vacc: 0.935 | Ratio: 0.8 | Time: 626.9
iter: 171 | TL: 0.23 | VL: 0.29 | Vacc: 0.929 | Ratio: 0.79 | Time: 630.9
iter: 172 | TL: 0.23 | VL: 0.313 | Vacc: 0.927 | Ratio: 0.73 | Time: 631.5
iter: 173 | TL: 0.228 | VL: 0.296 | Vacc: 0.93 | Ratio: 0.77 | Time: 630.5
iter: 174 | TL: 0.228 | VL: 0.298 | Vacc: 0.934 | Ratio: 0.76 | Time: 635.1
iter: 175 | TL: 0.227 | VL: 0.305 | Vacc: 0.929 | Ratio: 0.74 | Time: 633.0
iter: 176 | TL: 0.226 | VL: 0.305 | Vacc: 0.929 | Ratio: 0.74 | Time: 645.2
iter: 177 | TL: 0.227 | VL: 0.304 | Vacc: 0.93 | Ratio: 0.75 | Time: 725.0
iter: 178 | TL: 0.224 | VL: 0.302 | Vacc: 0.933 | Ratio: 0.74 | Time: 720.6
iter: 179 | TL: 0.223 | VL: 0.305 | Vacc: 0.93 | Ratio: 0.73 | Time: 728.1
iter: 180 | TL: 0.224 | VL: 0.3 | Vacc: 0.931 | Ratio: 0.75 | Time: 721.4
iter: 181 | TL: 0.222 | VL: 0.3 | Vacc: 0.93 | Ratio: 0.74 | Time: 726.9
iter: 182 | TL: 0.222 | VL: 0.302 | Vacc: 0.931 | Ratio: 0.74 | Time: 723.5
iter: 183 | TL: 0.221 | VL: 0.302 | Vacc: 0.931 | Ratio: 0.73 | Time: 727.7
iter: 184 | TL: 0.221 | VL: 0.292 | Vacc: 0.929 | Ratio: 0.76 | Time: 727.5
iter: 185 | TL: 0.221 | VL: 0.295 | Vacc: 0.93 | Ratio: 0.75 | Time: 725.6
iter: 186 | TL: 0.218 | VL: 0.298 | Vacc: 0.933 | Ratio: 0.73 | Time: 733.6
iter: 187 | TL: 0.221 | VL: 0.297 | Vacc: 0.933 | Ratio: 0.74 | Time: 729.7
iter: 188 | TL: 0.218 | VL: 0.298 | Vacc: 0.936 | Ratio: 0.73 | Time: 721.8
iter: 189 | TL: 0.218 | VL: 0.312 | Vacc: 0.931 | Ratio: 0.7 | Time: 730.5
iter: 190 | TL: 0.218 | VL: 0.292 | Vacc: 0.933 | Ratio: 0.75 | Time: 726.8
iter: 191 | TL: 0.219 | VL: 0.305 | Vacc: 0.936 | Ratio: 0.72 | Time: 724.3
iter: 192 | TL: 0.218 | VL: 0.31 | Vacc: 0.932 | Ratio: 0.7 | Time: 724.7
iter: 193 | TL: 0.217 | VL: 0.305 | Vacc: 0.929 | Ratio: 0.71 | Time: 727.9
iter: 194 | TL: 0.215 | VL: 0.304 | Vacc: 0.931 | Ratio: 0.71 | Time: 725.0
iter: 195 | TL: 0.213 | VL: 0.302 | Vacc: 0.933 | Ratio: 0.71 | Time: 724.9
iter: 196 | TL: 0.214 | VL: 0.307 | Vacc: 0.932 | Ratio: 0.7 | Time: 725.3
iter: 197 | TL: 0.214 | VL: 0.307 | Vacc: 0.931 | Ratio: 0.7 | Time: 717.0
iter: 198 | TL: 0.214 | VL: 0.311 | Vacc: 0.928 | Ratio: 0.69 | Time: 715.5
iter: 199 | TL: 0.212 | VL: 0.321 | Vacc: 0.93 | Ratio: 0.66 | Time: 717.1
Final Acc: 0.935522
